textbox_11.text,STUDY_ID,Word14,WordB,reading.stopped,list,corf,practice_trials.thisN,condition,trials.thisN,right_im,feedback.started,practice_loop.thisIndex,debrief2.stopped,reading.started,key_resp_3.keys,key_resp.rt,feedback.stopped,RelFreq,psychopyVersion,pause_before_memory_task.started,key_resp_18.rt,pause_before_memory_task.stopped,key_resp_3.duration,key_resp_5.duration,key_resp_24.rt,key_resp_6.keys,trial_2.stopped,key_resp.corr,key_resp_10.corr,pause_before_memory_task_2.stopped,Binomial,trials.thisRepN,trials.thisTrialN,key_resp_19.rt,left_im,PrimeType,key_resp_19.duration,demo_other_langs_2.started,trial.started,Prime,textbox_13.text,Sentence,audio_loop.thisTrialN,textbox.text,textbox_2.text,instructions_rotation.started,key_resp_20.keys,key_resp_8.keys,the_end.stopped,trials_2.thisRepN,corj,angle,OS,same,counterbalance,GenPref,Questions,mirrored_key,textbox_10.text,practice_loop.thisTrialN,trials_2.thisN,key_resp_7.corr,key_resp_23.keys,wait_before_starting.stopped,Word5,Word4,key_resp_18.keys,Intructions_2.started,textbox_9.text,practice_trials.thisRepN,debrief2.started,audio_loop.thisN,practice_trials.ran,PROLIFIC_PID,the_end.started,consent_resp_2.rt,consent_resp_2.keys,List,Word16,audio_loop.ran,CorrAns,practice_loop.thisN,demo_age_2.started,key_resp_21.keys,type,trial_2.started,trial_no_audio.started,practice_trials.thisIndex,trials.thisIndex,key_resp_23.rt,Word7,Word0,trials.ran,__session,Word8,trial.stopped,rightori,fixation_cross.started,debrief1.started,demo_age_2.stopped,key_resp_22.rt,Word6,Word10,demographic_questions_2.started,WordA,practice_trials.thisTrialN,feedback_2.started,Word3,key_resp_10.rt,prime_freq,counterbalance_setup.started,feedback_no_audio.started,demo_place_of_birth_2.started,comprehension.started,debrief1.stopped,Instructions_4.started,Word9,Answer,practice_loop.thisRepN,Word15,key_resp_8.rt,demographic_questions_2.stopped,key_resp_4.corr,pause_before_memory_task_2.started,Condition,__datetime,feedback_no_audio.stopped,date,Word13,Word1,demo_native_lang_2.started,SESSION_ID,trials_2.ran,target_freq,demo_native_lang_2.stopped,key_resp_7.keys,audio,key_resp_19.keys,Word11,practice_loop.ran,Word12,key_resp_4.rt,not_mirrored_key,instr_key_1.keys,leftori,comprehension.stopped,key_resp_21.rt,participant,instr_key_1.rt,instructions_rotation.stopped,key_resp_4.keys,feedback_2.stopped,expName,key_resp_5.rt,demo_other_langs_2.stopped,consent_2.stopped,demo_place_of_birth_2.stopped,key_resp_7.rt,key_resp_24.keys,fixation_cross.stopped,session,Intructions_1.stopped,Instructions_3.stopped,Item,key_resp_22.keys,Word2,instructions_final.started,SentenceType,trials_2.thisIndex,frameRate,audio_loop.thisRepN,__participant,key_resp_6.rt,key_resp.keys,counterbalance_setup.stopped,instructions_final.stopped,key_resp_5.keys,audio_loop.thisIndex,trial_no_audio.stopped,key_resp_3.rt,key_resp_20.rt,wait_before_starting.started,trials_2.thisTrialN,key_resp_10.keys,Instructions_4.stopped,consent_2.started,__experimentName,Intructions_2.stopped,Intructions_1.started,Instructions_3.started
﻿,67ec910001675b3ed2ca68d9,,,,,f,,,0,F.png,940.0052999999971,,,,,1.249599999994075,940.5052999999971,,2023.2.1,937.737900000006,,938.487799999997,,,,,,1,,,,0,0,,FR.png,,,,938.738,,,,,,,,,,,,j,0,Win32,y,,,,,,,,,,938.737900000006,,,,,,,,,,67ea50cb1cc5e59473a47d51,,,,,,,f,,,,moving word,,,,21,,,,1,001,,940.005200000003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,,,67ec97c94fdeb4da1eff7fd3,,,,,,,,,,,,,0,,,67ea50cb1cc5e59473a47d51,,,,,NoisyChannelLearning,0.7317000000030021,,,,,,,001,,,,,,,,,59.88023952095548,,PARTICIPANT,,f,,,return,,,,,938.489900000006,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,f,,,1,FR.png,942.039200000003,,,,,1.227299999997058,942.5392999999971,,2023.2.1,,,,,,,,,1,,,,0,1,,F.png,,,,940.755400000006,,,,,,,,,,,,j,45,Win32,y,,,,,,,,,,940.755400000006,,,,,,,,,,67ea50cb1cc5e59473a47d51,,,,,,,f,,,,moving word,,,,3,,,,1,001,,942.039099999994,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,,,67ec97c94fdeb4da1eff7fd3,,,,,,,,,,,,,0,,,67ea50cb1cc5e59473a47d51,,,,,NoisyChannelLearning,,,,,,,,001,,,,,,,,,59.88023952095548,,PARTICIPANT,,f,,,,,,,,940.5057999999971,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,f,,,2,F.png,945.140400000006,,,,,2.2917999999970107,945.6405,,2023.2.1,,,,,,,,,1,,,,0,2,,FR.png,,,,942.789400000006,,,,,,,,,,,,j,45,Win32,y,,,,,,,,,,942.7892999999971,,,,,,,,,,67ea50cb1cc5e59473a47d51,,,,,,,f,,,,moving word,,,,31,,,,1,001,,945.140400000006,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,,,67ec97c94fdeb4da1eff7fd3,,,,,,,,,,,,,0,,,67ea50cb1cc5e59473a47d51,,,,,NoisyChannelLearning,,,,,,,,001,,,,,,,,,59.88023952095548,,PARTICIPANT,,f,,,,,,,,942.539599999994,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,NA,951.026099999994,,,,,,,,,,946.6407999999971,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]",,,NA,2023.2.1,,,,"[null,null,null,null,null,null,null,null,null,null,null,null,null,null]",,,,,,,,NA,,,,,filler,,,,The fresh scent of pine filled the air as she hiked uphill.,,+ She felt the sand between her toes as she walked along the shore.,46,,,,,,,,,,Win32,,,NA,Was there sand between her toes?,,,,,,,,0.215900000005945,0.1994999999999436,,,,,,46,,67ea50cb1cc5e59473a47d51,,,,0,,1,,,,,moving word,,,,,,0.2827999999969961,0.6162999999969543,,001,0.26629999999693155,,,945.640599999994,,,,0.24940000000594864,0.36609999999404863,,NA,,,0.215900000005945,,NA,,,,951.026299999997,,,0.23290000000599775,y,,,,,0,,NA,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,0.31629999999699976,0.24950000000001182,,67ec97c94fdeb4da1eff7fd3,,NA,,,audio/prime_filler/The_fresh_scent_of_pine_filled_the_air_as_she_hiked_uphill.wav,,0.3997000000030084,,0.2829000000059523,1.5995999999940977,,,,952.6430999999941,,67ea50cb1cc5e59473a47d51,,,y,,NoisyChannelLearning,,,,,,,946.6407999999971,001,,,110,,0.26620000000298205,,filler,,59.88023952095548,0,PARTICIPANT,,,,,,43,,"[0.602299999997058,0.8670000000000755,1.1467999999970289,1.380299999997078,1.5977000000029875,1.834400000005985,2.102000000000089,2.3979000000059614,2.681099999994103,2.9307999999970207,3.3145999999941296,3.7345999999940886,4.031099999994126,4.367700000002969]",,,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,f,,,0,FR.png,954.677400000006,,,,,1.0416999999880545,955.177400000006,,2023.2.1,952.6435,,953.3267999999971,,,,,,0,,,,0,0,,F.png,,,,953.5769000000059,,,,,,,,,,,,j,45,Win32,y,,,,,,,,,,953.5767999999971,,,,,,,,,,67ea50cb1cc5e59473a47d51,,,,,,,f,,,,moving word,,,,15,,,,1,001,,954.677299999997,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,,,67ec97c94fdeb4da1eff7fd3,,,,,,,,,,,,,0,,,67ea50cb1cc5e59473a47d51,,,,,NoisyChannelLearning,0.6639000000060378,,,,,,,001,,,,,,,,,59.88023952095548,,PARTICIPANT,,j,,,return,,,,,953.328900000006,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,j,,,1,FR.png,956.7445999999941,,,,,1.2867999999970152,957.244799999997,,2023.2.1,,,,,,,,,1,,,,0,1,,FR.png,,,,955.4275999999941,,,,,,,,,,,,f,45,Win32,n,,,,,,,,,,955.4275,,,,,,,,,,67ea50cb1cc5e59473a47d51,,,,,,,j,,,,moving word,,,,30,,,,1,001,,956.7445999999941,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,,,67ec97c94fdeb4da1eff7fd3,,,,,,,,,,,,,0,,,67ea50cb1cc5e59473a47d51,,,,,NoisyChannelLearning,,,,,,,,001,,,,,,,,,59.88023952095548,,PARTICIPANT,,j,,,,,,,,955.177700000003,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,f,,,2,F.png,958.478700000003,,,,,0.9519999999999982,958.978799999997,,2023.2.1,,,,,,,,,1,,,,0,2,,FR.png,,,,957.4949000000059,,,,,,,,,,,,j,0,Win32,y,,,,,,,,,,957.4949000000059,,,,,,,,,,67ea50cb1cc5e59473a47d51,,,,,,,f,,,,moving word,,,,17,,,,1,001,,958.478700000003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,,,67ec97c94fdeb4da1eff7fd3,,,,,,,,,,,,,0,,,67ea50cb1cc5e59473a47d51,,,,,NoisyChannelLearning,,,,,,,,001,,,,,,,,,59.88023952095548,,PARTICIPANT,,f,,,,,,,,957.2450999999941,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,f,,,3,FR.png,960.346,,,,,1.059600000009027,960.846200000003,,2023.2.1,,,,,,,,,1,,,,0,3,,F.png,,,,959.228900000006,,,,,,,,,,,,j,45,Win32,y,,,,,,,,,,959.228900000006,,,,,,,,,,67ea50cb1cc5e59473a47d51,,,,,,,f,,,,moving word,,,,11,,,,1,001,,960.346,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,,,67ec97c94fdeb4da1eff7fd3,,,,,,,,,,,,,0,,,67ea50cb1cc5e59473a47d51,,,,,NoisyChannelLearning,,,,,,,,001,,,,,,,,,59.88023952095548,,PARTICIPANT,,f,,,,,,,,958.979200000003,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,0.3994999999999891,time,966.5484000000059,,,,,,,,,,961.846599999994,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]",,,-0.3966303172,2023.2.1,,,,"[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]",,,,,,,,money and time,,,,,nonalphabetical,,,,Managing time and money effectively is key to achieving financial goals.,,+ The amount of money and time required to fix it made it quite the project.,47,,,,,,,,,,Win32,,,0.3490212064,Was it an easy project?,,,,,,,,0.21619999998813455,0.23269999998808544,,,,,,47,,67ea50cb1cc5e59473a47d51,,,,4,,1,,,,,moving word,,,,,,0.1827000000029102,0.499200000003043,,001,0.24950000000001182,,,960.846200000003,,,,0.24950000000001182,0.2327000000029784,,money,,,0.1998000000119191,,frequent,,,,966.548599999994,,,0.2327000000029784,n,,0.41630000001191547,,,0,,3,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,0.28309999999407864,0.2660999999940259,,67ec97c94fdeb4da1eff7fd3,,not-frequent,,,audio/prime_nonalpha/Managing_time_and_money_effectively_is_key_to_achieving_financial_goals.wav,,0.2327000000029784,,0.3161999999881573,1.946199999988039,,,,968.515700000003,,67ea50cb1cc5e59473a47d51,,,y,,NoisyChannelLearning,,,,,,,961.8465,001,,,26,,0.23289999999110478,,Sentence (alphabetical),,59.88023952095548,0,PARTICIPANT,,,,,,10,,"[0.48020000000303753,0.7657000000029939,1.0141000000089662,1.2408000000119728,1.4844000000059623,1.720300000011889,1.984200000002943,2.1859000000059723,2.4553000000119027,2.698900000006006,2.947100000008959,3.2057000000029348,3.541500000000042,3.841800000011972,4.252400000005991,4.689400000006003]",,,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,j,,,0,FR.png,970.349799999997,,,,,1.0640000000000782,970.849900000006,,2023.2.1,968.516200000003,,968.999299999997,,,,,,1,,,,0,0,,FR.png,,,,969.249299999997,,,,,,,,,,,,f,0,Win32,n,,,,,,,,,,969.249200000003,,,,,,,,,,67ea50cb1cc5e59473a47d51,,,,,,,j,,,,moving word,,,,28,,,,1,001,,970.349799999997,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,,,67ec97c94fdeb4da1eff7fd3,,,,,,,,,,,,,0,,,67ea50cb1cc5e59473a47d51,,,,,NoisyChannelLearning,0.46379999999703614,,,,,,,001,,,,,,,,,59.88023952095548,,PARTICIPANT,,j,,,return,,,,,969.001900000006,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,f,,,1,F.png,972.333900000006,,,,,1.198900000006006,972.8340000000001,,2023.2.1,,,,,,,,,1,,,,0,1,,FR.png,,,,971.1,,,,,,,,,,,,j,45,Win32,y,,,,,,,,,,971.1,,,,,,,,,,67ea50cb1cc5e59473a47d51,,,,,,,f,,,,moving word,,,,19,,,,1,001,,972.333900000006,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,,,67ec97c94fdeb4da1eff7fd3,,,,,,,,,,,,,0,,,67ea50cb1cc5e59473a47d51,,,,,NoisyChannelLearning,,,,,,,,001,,,,,,,,,59.88023952095548,,PARTICIPANT,,f,,,,,,,,970.850299999997,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,f,,,2,FR.png,974.101200000003,,,,,0.9672000000030039,974.6012999999971,,2023.2.1,,,,,,,,,1,,,,0,2,,F.png,,,,973.084099999994,,,,,,,,,,,,j,45,Win32,y,,,,,,,,,,973.084099999994,,,,,,,,,,67ea50cb1cc5e59473a47d51,,,,,,,f,,,,moving word,,,,7,,,,1,001,,974.101200000003,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,,,67ec97c94fdeb4da1eff7fd3,,,,,,,,,,,,,0,,,67ea50cb1cc5e59473a47d51,,,,,NoisyChannelLearning,,,,,,,,001,,,,,,,,,59.88023952095548,,PARTICIPANT,,f,,,,,,,,972.834400000006,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,f,,,3,F.png,975.4850999999941,,,,,0.5764000000059468,975.9850999999941,,2023.2.1,,,,,,,,,1,,,,0,3,,FR.png,,,,974.8514000000059,,,,,,,,,,,,j,45,Win32,y,,,,,,,,,,974.8514000000059,,,,,,,,,,67ea50cb1cc5e59473a47d51,,,,,,,f,,,,moving word,,,,27,,,,1,001,,975.485,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,,,67ec97c94fdeb4da1eff7fd3,,,,,,,,,,,,,0,,,67ea50cb1cc5e59473a47d51,,,,,NoisyChannelLearning,,,,,,,,001,,,,,,,,,59.88023952095548,,PARTICIPANT,,f,,,,,,,,974.6017999999971,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,f,,,4,FR.png,977.585900000006,,,,,1.2972000000029311,978.085900000006,,2023.2.1,,,,,,,,,1,,,,0,4,,F.png,,,,976.235200000003,,,,,,,,,,,,j,45,Win32,y,,,,,,,,,,976.235200000003,,,,,,,,,,67ea50cb1cc5e59473a47d51,,,,,,,f,,,,moving word,,,,11,,,,1,001,,977.585900000006,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,,,67ec97c94fdeb4da1eff7fd3,,,,,,,,,,,,,0,,,67ea50cb1cc5e59473a47d51,,,,,NoisyChannelLearning,,,,,,,,001,,,,,,,,,59.88023952095548,,PARTICIPANT,,f,,,,,,,,975.9854000000059,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,flesh,982.2710000000001,,,,,,,,,,979.0862999999971,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]",,,-0.47360396965,2023.2.1,,,,"[null,null,null,null,null,null,null,null,null,null,null,null,null]",,,,,,,,blood and flesh,,,,,unrelated,,,,"With a deep breath, she stepped onto the stage, her heart pounding in her chest.",,+ Although Rhonda was not Nick's flesh and blood he considered her family.,48,,,,,,,,,,Win32,,,0.469076088,Did Nick consider Rhonda to be family?,,,,,,,,0.2327000000029784,0.4162999999970225,,,,,,48,,67ea50cb1cc5e59473a47d51,,,,4,,1,,,,,moving word,,,,,,0.19940000000599412,0.11579999999696611,,001,0.24929999999699248,,,978.0860999999941,,,,0.21629999999697702,0.21589999999105203,,blood,,,0.19940000000599412,,unrelated,,,,982.2710000000001,,,0.1994999999999436,y,,,,,0,,6,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,0.24940000000594864,,67ec97c94fdeb4da1eff7fd3,,frequent,,,"audio/prime_unrelated/With_a_deep_breath,_she_stepped_onto_the_stage,_her_heart_pounding_in_her_chest.wav",,0.2327000000029784,,0.21600000000000819,1.7110000000000127,,,,984.0049000000059,,67ea50cb1cc5e59473a47d51,,,y,,NoisyChannelLearning,,,,,,,979.0862999999971,001,,,5,,0.2327000000029784,,Sentence (nonalphabetical),,59.88023952095548,0,PARTICIPANT,,,,,,2,,"[0.10000000000002274,0.3697999999970989,0.6132999999970252,0.8302999999970098,1.263599999994085,1.5137999999969907,1.747000000000071,1.9648999999910757,2.2306999999881327,2.450599999994097,2.6884999999999764,2.937599999994063,3.16429999999707]",,,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,f,,,0,FR.png,985.872299999997,,,,,1.1865000000000236,986.372400000006,,2023.2.1,984.005400000006,,984.4215999999941,,,,,,1,,,,0,0,,F.png,,,,984.671799999997,,,,,,,,,,,,j,45,Win32,y,,,,,,,,,,984.6717000000029,,,,,,,,,,67ea50cb1cc5e59473a47d51,,,,,,,f,,,,moving word,,,,7,,,,1,001,,985.872200000003,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,,,67ec97c94fdeb4da1eff7fd3,,,,,,,,,,,,,0,,,67ea50cb1cc5e59473a47d51,,,,,NoisyChannelLearning,0.396900000005985,,,,,,,001,,,,,,,,,59.88023952095548,,PARTICIPANT,,f,,,return,,,,,984.4234000000059,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,j,,,1,F.png,987.6062999999971,,,,,0.9427000000030148,988.1062999999971,,2023.2.1,,,,,,,,,1,,,,0,1,,F.png,,,,986.622599999994,,,,,,,,,,,,f,0,Win32,n,,,,,,,,,,986.6225000000001,,,,,,,,,,67ea50cb1cc5e59473a47d51,,,,,,,j,,,,moving word,,,,0,,,,1,001,,987.606200000003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,,,67ec97c94fdeb4da1eff7fd3,,,,,,,,,,,,,0,,,67ea50cb1cc5e59473a47d51,,,,,NoisyChannelLearning,,,,,,,,001,,,,,,,,,59.88023952095548,,PARTICIPANT,,j,,,,,,,,986.372700000003,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,f,,,2,F.png,989.340200000003,,,,,0.9462999999969952,989.840200000003,,2023.2.1,,,,,,,,,1,,,,0,2,,FR.png,,,,988.356400000006,,,,,,,,,,,,j,0,Win32,y,,,,,,,,,,988.356400000006,,,,,,,,,,67ea50cb1cc5e59473a47d51,,,,,,,f,,,,moving word,,,,17,,,,1,001,,989.3400999999941,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,,,67ec97c94fdeb4da1eff7fd3,,,,,,,,,,,,,0,,,67ea50cb1cc5e59473a47d51,,,,,NoisyChannelLearning,,,,,,,,001,,,,,,,,,59.88023952095548,,PARTICIPANT,,f,,,,,,,,988.106700000003,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,j,,,3,F.png,991.0575,,,,,0.9329999999999927,991.557700000003,,2023.2.1,,,,,,,,,1,,,,0,3,,F.png,,,,990.090400000006,,,,,,,,,,,,f,45,Win32,n,,,,,,,,,,990.090400000006,,,,,,,,,,67ea50cb1cc5e59473a47d51,,,,,,,j,,,,moving word,,,,14,,,,1,001,,991.0575,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,,,67ec97c94fdeb4da1eff7fd3,,,,,,,,,,,,,0,,,67ea50cb1cc5e59473a47d51,,,,,NoisyChannelLearning,,,,,,,,001,,,,,,,,,59.88023952095548,,PARTICIPANT,,j,,,,,,,,989.8405,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,NA,995.042299999997,,,,,,,,,,992.558,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]",,,NA,2023.2.1,,,,"[null,null,null,null,null,null,null,null,null]",,,,,,,,NA,,,,,filler,,,,The air was filled with the sweet scent of blooming flowers.,,+ The old photograph reminded her of distant memories.,49,,,,,,,,,,Win32,,,NA,Were the flowers blooming?,,,,,,,,0.19939999999110114,0.23260000000891523,,,,,,49,,67ea50cb1cc5e59473a47d51,,,,0,,1,,,,,moving word,,,,,,0.21609999999407137,0.39929999999696975,,001,0.19920000000297478,,,991.5577999999971,,,,0.21609999999407137,,,NA,,,0.215900000005945,,NA,,,,995.042400000006,,,,y,,,,,0,,NA,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,0.249599999994075,,67ec97c94fdeb4da1eff7fd3,,NA,,,audio/prime_filler/The_air_was_filled_with_the_sweet_scent_of_blooming_flowers.wav,,,,,1.3162999999971134,,,,996.376099999994,,67ea50cb1cc5e59473a47d51,,,n,,NoisyChannelLearning,,,,,,,992.558,001,,,174,,0.4162000000029593,,filler,,59.88023952095548,0,PARTICIPANT,,,,,,40,,"[0.3822000000029675,0.6505000000000791,1.0813000000119928,1.3223000000119782,1.57180000001199,1.7852000000029875,2.0142000000030293,2.2486000000089916,2.4621000000089452]",,,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,f,,,0,F.png,998.093400000006,,,,,0.9771000000089316,998.593400000006,,2023.2.1,996.3765,,996.826299999997,,,,,,1,,,,0,0,,FR.png,,,,997.076400000006,,,,,,,,,,,,j,0,Win32,y,,,,,,,,,,997.076299999997,,,,,,,,,,67ea50cb1cc5e59473a47d51,,,,,,,f,,,,moving word,,,,17,,,,1,001,,998.093400000006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,,,67ec97c94fdeb4da1eff7fd3,,,,,,,,,,,,,0,,,67ea50cb1cc5e59473a47d51,,,,,NoisyChannelLearning,0.43049999999993815,,,,,,,001,,,,,,,,,59.88023952095548,,PARTICIPANT,,f,,,return,,,,,996.828599999994,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,f,,,1,F.png,1000.094099999994,,,,,1.2364000000060287,1000.5942999999971,,2023.2.1,,,,,,,,,1,,,,0,1,,FR.png,,,,998.8445999999941,,,,,,,,,,,,j,45,Win32,y,,,,,,,,,,998.8445,,,,,,,,,,67ea50cb1cc5e59473a47d51,,,,,,,f,,,,moving word,,,,27,,,,1,001,,1000.0939999999999,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,,,67ec97c94fdeb4da1eff7fd3,,,,,,,,,,,,,0,,,67ea50cb1cc5e59473a47d51,,,,,NoisyChannelLearning,,,,,,,,001,,,,,,,,,59.88023952095548,,PARTICIPANT,,f,,,,,,,,998.593799999997,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,j,,,2,F.png,1001.7449000000059,,,,,0.8599999999999,1002.2449000000059,,2023.2.1,,,,,,,,,1,,,,0,2,,F.png,,,,1000.844400000006,,,,,,,,,,,,f,45,Win32,n,,,,,,,,,,1000.844400000006,,,,,,,,,,67ea50cb1cc5e59473a47d51,,,,,,,j,,,,moving word,,,,2,,,,1,001,,1001.7449000000059,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,,,67ec97c94fdeb4da1eff7fd3,,,,,,,,,,,,,0,,,67ea50cb1cc5e59473a47d51,,,,,NoisyChannelLearning,,,,,,,,001,,,,,,,,,59.88023952095548,,PARTICIPANT,,j,,,,,,,,1000.594700000003,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,NA,1006.346599999994,,,,,,,,,,1003.245299999997,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]",,,NA,2023.2.1,,,,"[null,null,null,null,null,null,null,null,null,null,null]",,,,,,,,NA,,,,,filler,,,,The moon reflected on the calm surface of the lake.,,+ The sun was just beginning to peek over the horizon.,50,,,,,,,,,,Win32,,,NA,Was it night time?,,,,,,,,0.23290000000588407,0.24949999999989814,,,,,,50,,67ea50cb1cc5e59473a47d51,,,,0,,1,,,,,moving word,,,,,,0.2159999999998945,0.582599999994045,,001,0.21600000000012187,,,1002.2450999999941,,,,0.23290000000588407,0.3324999999999818,,NA,,,0.1994000000061078,,NA,,,,1006.3467000000029,,,0.18270000000279651,y,,,,,0,,NA,2025-04-01_21h50.12.280,,2025-04-01_21h50.29.362,,0.26620000000298205,,67ec97c94fdeb4da1eff7fd3,,NA,,,audio/prime_filler/The_moon_reflected_on_the_calm_surface_of_the_lake.wav,,,,,1.8979000000058477,,,,1008.263900000006,,67ea50cb1cc5e59473a47d51,,,n,,NoisyChannelLearning,,,,,,,1003.245299999997,001,,,176,,0.21630000001209737,,filler,,59.88023952095548,0,PARTICIPANT,,,,,,54,,"[0.5654999999999291,0.8460000000000036,1.0827000000031148,1.299299999996947,1.5637000000031094,1.8132000000030075,2.065700000003062,2.3022000000030403,2.5319000000060896,2.730200000002924,3.0802999999971235]",,,,,,,NoisyChannelLearning_PilotExp2,,,
